Query ORF,Query Name,Array ORF,Array Name,Array annotation,Normalized colony size (EXPERIMENT),Normalized colony std. dev. (EXPERIMENT),Normalized colony size (CONTROL),Normalized colony std. dev. (CONTROL),Score,Score stdev,p-Value
NAHCO3,NAHCO3,YDR375C,BCS1,,0.71758,0.043,0.84297,0.039,-0.12518,0.043,0.00117
NAHCO3,NAHCO3,YDR374C,YDR374C,,1.07046,0.027,1.02785,0.035,0.03397,0.027,0
NAHCO3,NAHCO3,YDR403W,DIT1,,0.86221,0.014,0.94311,0.004,-0.07888,0.014,0
NAHCO3,NAHCO3,YDR402C,DIT2,,0.82074,0.023,1.03026,0.011,-0.20853,0.023,0.00026
NAHCO3,NAHCO3,YDR401W,YDR401W,,0.90441,0.054,1.04884,0.015,-0.14775,0.054,0.00006
NAHCO3,NAHCO3,YDR400W,URH1,,1.10783,0.058,1.0444,0.038,0.06519,0.058,0.00004
NAHCO3,NAHCO3,YDR399W,HPT1,,0.92933,0.117,0.9801,0.035,-0.0513,0.117,0.00054
NAHCO3,NAHCO3,YDR395W,SXM1,,1.12665,0.028,1.03762,0.04,0.09197,0.028,0
NAHCO3,NAHCO3,YDR393W,SHE9,,0.64986,0.006,0.87351,0.027,-0.22367,0.006,0.00003
NAHCO3,NAHCO3,YDR391C,YDR391C,,0.97986,0.039,1.02077,0.025,-0.03503,0.039,0.00002
NAHCO3,NAHCO3,YDR389W,SAC7,,1.18182,0.01,1.05503,0.073,0.14094,0.01,0.00003
NAHCO3,NAHCO3,YDR388W,RVS167,,0.97607,0.03,1.06325,0.035,-0.08771,0.03,0.00001
NAHCO3,NAHCO3,YDR422C,SIP1,,0.8921,0.04,1.03701,0.012,-0.13741,0.04,0.00003
NAHCO3,NAHCO3,YDR421W,ARO80,,0.96471,0.17,0.96149,0.038,0.00151,0.17,0.00147
NAHCO3,NAHCO3,YDR420W,HKR1,,1.22215,0.055,1.08924,0.006,0.13146,0.055,0.00003
NAHCO3,NAHCO3,YDR419W,RAD30,,0.98821,0.064,0.92736,0.008,0.06184,0.064,0.00007
NAHCO3,NAHCO3,YDR415C,YDR415C,,0.96982,0.035,0.99432,0.035,-0.0246,0.035,0.00001
NAHCO3,NAHCO3,YDR414C,ERD1,,0.82483,0.047,1.02072,0.004,-0.19514,0.047,0.00005
NAHCO3,NAHCO3,YDR411C,DFM1,,1.30542,0.076,1.04122,0.028,0.25704,0.076,0.00005
NAHCO3,NAHCO3,YDR409W,SIZ1,,0.85707,0.041,0.98009,0.001,-0.12202,0.041,0.00077
NAHCO3,NAHCO3,YDR408C,ADE8,,1.16625,0.082,1.06218,0.057,0.10746,0.082,0.0001
NAHCO3,NAHCO3,YDR406W,PDR15,,1.06379,0.02,1.22094,0.132,-0.11582,0.02,0.00012
NAHCO3,NAHCO3,YDL199C,YDL199C,,1.26664,0.047,1.16676,0.013,0.09431,0.047,0.00001
NAHCO3,NAHCO3,YDL197C,ASF2,,1.11461,0.025,1.12949,0.054,-0.01322,0.025,0
NAHCO3,NAHCO3,YDL194W,SNF3,,1.10635,0.016,1.07792,0.029,0.03242,0.016,0
NAHCO3,NAHCO3,YDL191W,RPL35A,,0.90153,0.005,0.91221,0.025,-0.00693,0.005,0
NAHCO3,NAHCO3,YDL190C,UFD2,,1.21172,0.01,1.02976,0.041,0.18372,0.01,0
NAHCO3,NAHCO3,YDL189W,RBS1,,1.16427,0.034,1.0093,0.034,0.14742,0.034,0.00001
NAHCO3,NAHCO3,YDL188C,PPH22,,1.12808,0.002,1.0159,0.023,0.11216,0.002,0
NAHCO3,NAHCO3,YDL187C,YDL187C,,0.74521,0.101,0.84216,0.014,-0.10179,0.101,0.00067
NAHCO3,NAHCO3,YDL186W,YDL186W,,0.76247,0.112,0.93291,0.054,-0.1564,0.112,0.00086
NAHCO3,NAHCO3,YDL216C,RRI1,,1.01922,0.013,1.00377,0.006,0.01394,0.013,0
NAHCO3,NAHCO3,YDL215C,GDH2,,0.87852,0.124,1.03206,0.014,-0.15021,0.124,0.00077
NAHCO3,NAHCO3,YDL214C,PRR2,,1.17227,0.023,1.00868,0.035,0.16652,0.023,0
NAHCO3,NAHCO3,YDL213C,NOP6,,1.27787,0.034,1.0329,0.005,0.24714,0.034,0.00001
NAHCO3,NAHCO3,YDL211C,YDL211C,,1.02555,0.027,1.01358,0.01,0.01177,0.027,0.00001
NAHCO3,NAHCO3,YDL210W,UGA4,,0.82993,0.035,0.96143,0.023,-0.12333,0.035,0.00002
NAHCO3,NAHCO3,YDL206W,YDL206W,,1.04749,0.017,1.03785,0.05,0.0108,0.017,0.00009
NAHCO3,NAHCO3,YDL204W,RTN2,,1.08935,0.027,1.00673,0.044,0.08226,0.027,0
NAHCO3,NAHCO3,YDL203C,ACK1,,0.96149,0.021,1.0486,0.008,-0.08652,0.021,0
NAHCO3,NAHCO3,YDL201W,TRM8,,1.09027,0.069,1.02707,0.127,0.10043,0.069,0.00007
NAHCO3,NAHCO3,YDL200C,MGT1,,0.73667,0.018,0.85701,0.008,-0.12408,0.018,0.00019
NAHCO3,NAHCO3,YDL232W,OST4,,0.74522,0.007,0.66997,0.025,0.07667,0.007,0.00003
NAHCO3,NAHCO3,YDL231C,BRE4,,0.92327,0.039,0.97685,0.035,-0.04414,0.039,0.00002
NAHCO3,NAHCO3,YDL230W,PTP1,,0.98429,0.052,0.93811,0.028,0.05247,0.052,0.00004
NAHCO3,NAHCO3,YDL229W,SSB1,,1.01081,0.034,1.02041,0.007,-0.00715,0.034,0.00001
NAHCO3,NAHCO3,YDL226C,GCS1,,1.22271,0.035,1.05653,0.027,0.16751,0.035,0.00001
NAHCO3,NAHCO3,YDL224C,WHI4,,0.97975,0.043,1.01929,0.025,-0.03849,0.043,0.00002
NAHCO3,NAHCO3,YDL223C,HBT1,,0.77395,0.152,0.67575,0.099,0.10129,0.152,0.002
NAHCO3,NAHCO3,YDL222C,FMP45,,1.31751,0.032,1.03578,0.006,0.2855,0.032,0
NAHCO3,NAHCO3,YDL219W,DTD1,,1.2128,0.025,1.04538,0.001,0.169,0.025,0
NAHCO3,NAHCO3,YDL218W,YDL218W,,0.83298,0.01,0.9709,0.018,-0.13648,0.01,0.00004
NAHCO3,NAHCO3,YDR001C,NTH1,,0.9646,0.075,0.91518,0.075,0.07499,0.075,0.00013
NAHCO3,NAHCO3,YDL243C,AAD4,,0.77125,0.075,0.82118,0.016,-0.0523,0.075,0.00025
NAHCO3,NAHCO3,YDL242W,YDL242W,,1.17952,0.067,1.07922,0.068,0.10192,0.067,0.00005
NAHCO3,NAHCO3,YDL241W,YDL241W,,1.27868,0.011,1.07281,0.016,0.20554,0.011,0.00003
NAHCO3,NAHCO3,YDL240W,LRG1,,0.94966,0.019,1.04639,0.017,-0.10097,0.019,0
NAHCO3,NAHCO3,YDL239C,ADY3,,1.02888,0.161,1.00612,0.067,0.01824,0.161,0.00103
NAHCO3,NAHCO3,YDL238C,GUD1,,1.07981,0.054,1.06923,0.032,0.01351,0.054,0.00003
NAHCO3,NAHCO3,YDL237W,AIM6,,0.79137,0.015,0.97313,0.022,-0.17512,0.015,0.00012
NAHCO3,NAHCO3,YDL236W,PHO13,,1.21445,0.041,1.05983,0.024,0.15926,0.041,0.00001
NAHCO3,NAHCO3,YDL234C,GYP7,,0.8313,0.031,0.94847,0.011,-0.11495,0.031,0.00001
NAHCO3,NAHCO3,YDL233W,MFG1,,0.80241,0.031,0.94259,0.024,-0.13671,0.031,0.00002
NAHCO3,NAHCO3,YDR015C,YDR015C,,0.89757,0.089,0.83813,0.046,0.05788,0.089,0.00026
NAHCO3,NAHCO3,YDR014W,RAD61,,0.99893,0.004,0.98008,0.019,0.02472,0.004,0.00001
NAHCO3,NAHCO3,YDR011W,SNQ2,,1.02658,0.038,0.9756,0.031,0.05729,0.038,0.00001
NAHCO3,NAHCO3,YDR010C,YDR010C,,0.93412,0.055,1.06752,0.033,-0.13896,0.055,0.00006
NAHCO3,NAHCO3,YDR009W,GAL3,,1.16152,0.033,1.01002,0.056,0.15349,0.033,0.00001
NAHCO3,NAHCO3,YDR007W,TRP1,,1.00143,0.028,1.07639,0.018,-0.07087,0.028,0.00001
NAHCO3,NAHCO3,YDR006C,SOK1,,0.70275,0.007,0.95518,0.016,-0.25141,0.007,0.00003
NAHCO3,NAHCO3,YDR005C,MAF1,,0.74626,0.022,0.92485,0.003,-0.17737,0.022,0.00001
NAHCO3,NAHCO3,YDR004W,RAD57,,1.00299,0.011,0.98051,0.021,0.02543,0.011,0
NAHCO3,NAHCO3,YDR003W,RCR2,,1.10955,0.049,0.98848,0.023,0.12437,0.049,0.00002
NAHCO3,NAHCO3,YDR056C,YDR056C,,1.26872,0.095,1.0243,0.019,0.24481,0.095,0.00012
NAHCO3,NAHCO3,YDR055W,PST1,,1.05201,0.038,0.9458,0.01,0.10867,0.038,0.00001
NAHCO3,NAHCO3,YDR051C,DET1,,0.93825,0.057,1.03776,0.071,-0.11603,0.057,0.00006
NAHCO3,NAHCO3,YDR049W,VMS1,,0.8307,0.039,0.97454,0.031,-0.1368,0.039,0.00003
NAHCO3,NAHCO3,YDR048C,YDR048C,,1.02046,0.093,0.97048,0.029,0.05477,0.093,0.00021
NAHCO3,NAHCO3,YDR024W,YDR024W,,0.99002,0.06,0.86699,0.007,0.12516,0.06,0.00006
NAHCO3,NAHCO3,YDR022C,ATG31,,0.83767,0.068,0.98762,0.027,-0.13978,0.068,0.00015
NAHCO3,NAHCO3,YDR020C,DAS2,,1.06651,0.055,1.00007,0.006,0.06876,0.055,0.00004
NAHCO3,NAHCO3,YDR019C,GCV1,,0.79422,0.065,1.0095,0.025,-0.21327,0.065,0.00015
NAHCO3,NAHCO3,YDR018C,YDR018C,,0.91703,0.011,1.03511,0.009,-0.11904,0.011,0.00005
NAHCO3,NAHCO3,YDR072C,IPT1,,1.26617,0.011,1.21551,0.034,0.05547,0.011,0.00002
NAHCO3,NAHCO3,YDR071C,PAA1,,1.18786,0.004,1.02855,0.039,0.15716,0.004,0
NAHCO3,NAHCO3,YDR070C,FMP16,,0.99807,0.002,0.96819,0.045,0.02785,0.002,0
NAHCO3,NAHCO3,YDR068W,DOS2,,1.37588,0.057,1.00079,0.035,0.36646,0.057,0.00002
NAHCO3,NAHCO3,YDR067C,OCA6,,1.02722,0.081,1.02956,0.036,-0.00777,0.081,0.00013
NAHCO3,NAHCO3,YDR066C,RTR2,,0.79005,0.077,0.97962,0.054,-0.18625,0.077,0.00025
NAHCO3,NAHCO3,YDR063W,AIM7,,0.84739,0.072,0.95634,0.001,-0.10765,0.072,0.00017
NAHCO3,NAHCO3,YDR061W,YDR061W,,1.00028,0.004,1.00263,0.04,0.00763,0.004,0
NAHCO3,NAHCO3,YDR059C,UBC5,,1.19117,0.011,1.11348,0.022,0.07918,0.011,0.00003
NAHCO3,NAHCO3,YDR058C,TGL2,,1.23866,0.068,1.10918,0.025,0.12738,0.068,0.00005
NAHCO3,NAHCO3,YDR057W,YOS9,,0.90561,0.051,1.15915,0.102,-0.26231,0.051,0.00005
NAHCO3,NAHCO3,YDR090C,YDR090C,,1.04285,0.015,1.11041,0.035,-0.06458,0.015,0.00007
NAHCO3,NAHCO3,YDR089W,YDR089W,,0.8694,0.005,0.99009,0.005,-0.12058,0.005,0.00001
NAHCO3,NAHCO3,YDR085C,AFR1,,0.89105,0.002,0.98743,0.007,-0.09402,0.002,0
NAHCO3,NAHCO3,YDR084C,TVP23,,0.87855,0.021,0.98708,0.01,-0.11035,0.021,0
NAHCO3,NAHCO3,YDR083W,RRP8,,1.23336,0.062,0.92508,0.082,0.30791,0.062,0.00004
NAHCO3,NAHCO3,YDR080W,VPS41,,0.92534,0.019,1.06685,0.039,-0.14564,0.019,0.00015
NAHCO3,NAHCO3,YDR077W,SED1,,1.06033,0.039,1.02031,0.017,0.03918,0.039,0.00001
NAHCO3,NAHCO3,YDR076W,RAD55,,1.05962,0.031,0.92989,0.038,0.13171,0.031,0.00001
NAHCO3,NAHCO3,YDR075W,PPH3,,0.72197,0.042,0.88535,0.019,-0.16351,0.042,0.00005
NAHCO3,NAHCO3,YDR074W,TPS2,,1.04826,0.039,0.95975,0.045,0.08459,0.039,0.00001
NAHCO3,NAHCO3,YDR073W,SNF11,,1.19991,0.035,1.00737,0.041,0.19888,0.035,0.00001
NAHCO3,NAHCO3,YDR102C,YDR102C,,0.89699,0.038,0.98437,0.027,-0.09196,0.038,0.00002
NAHCO3,NAHCO3,YDR101C,ARX1,,1.17718,0.022,1.01017,0.03,0.16315,0.022,0.00012
NAHCO3,NAHCO3,YDR100W,TVP15,,0.92512,0.027,0.96553,0.028,-0.03175,0.027,0.00001
NAHCO3,NAHCO3,YDR099W,BMH2,,1.25438,0.048,1.01344,0.03,0.2492,0.048,0.00002
NAHCO3,NAHCO3,YDR098C,GRX3,,0.98431,0.029,1.0304,0.002,-0.04453,0.029,0.00001
NAHCO3,NAHCO3,YDR097C,MSH6,,1.16919,0.017,1.06946,0.025,0.10101,0.017,0
NAHCO3,NAHCO3,YDR096W,GIS1,,0.92843,0.035,1.02755,0.048,-0.10536,0.035,0.00001
NAHCO3,NAHCO3,YDR095C,YDR095C,,0.92573,0.012,1.06871,0.03,-0.13963,0.012,0
NAHCO3,NAHCO3,YDR094W,YDR094W,,1.04933,0.052,1.06509,0.01,-0.01349,0.052,0.00003
NAHCO3,NAHCO3,YDR093W,DNF2,,0.80752,0.033,0.89173,0.02,-0.08842,0.033,0.00002
NAHCO3,NAHCO3,YDR092W,UBC13,,1.0203,0.021,0.84486,0.006,0.17628,0.021,0
NAHCO3,NAHCO3,YDR117C,TMA64,,1.30702,0.047,1.05371,0.055,0.26496,0.047,0.00001
NAHCO3,NAHCO3,YDR116C,MRPL1,,0.71622,0.022,0.78551,0.041,-0.06757,0.022,0.00001
NAHCO3,NAHCO3,YDR112W,YDR112W,,0.92637,0.091,0.96724,0.044,-0.03811,0.091,0.00026
NAHCO3,NAHCO3,YDR111C,ALT2,,1.10164,0.009,1.0208,0.021,0.0831,0.009,0.00002
NAHCO3,NAHCO3,YDR110W,FOB1,,0.86339,0.032,0.96185,0.003,-0.09609,0.032,0.00001
NAHCO3,NAHCO3,YDR109C,YDR109C,,1.14399,0.006,1.04966,0.011,0.09656,0.006,0.00001
NAHCO3,NAHCO3,YDR108W,TRS85,,0.68653,0.002,0.92896,0.001,-0.24123,0.002,0
NAHCO3,NAHCO3,YDR107C,TMN2,,1.03962,0.038,1.01746,0.003,0.02427,0.038,0.00001
NAHCO3,NAHCO3,YDR105C,TMS1,,0.97934,0.11,1.00235,0.034,-0.02402,0.11,0.00038
NAHCO3,NAHCO3,YDR104C,SPO71,,0.99139,0.034,0.94146,0.049,0.0614,0.034,0.00001
NAHCO3,NAHCO3,YDR130C,FIN1,,0.81506,0.005,0.88582,0.008,-0.06744,0.005,0.00001
NAHCO3,NAHCO3,YDR128W,MTC5,,1.19417,0.039,1.04124,0.031,0.15755,0.039,0.00001
NAHCO3,NAHCO3,YDR127W,ARO1,,0.99786,0.016,1.00954,0.038,-0.02268,0.016,0
NAHCO3,NAHCO3,YDR126W,SWF1,,0.60155,0.013,0.87152,0.036,-0.26956,0.013,0.00016
NAHCO3,NAHCO3,YDR125C,ECM18,,0.87444,0.054,0.9939,0.058,-0.12023,0.054,0.00007
NAHCO3,NAHCO3,YDR124W,YDR124W,,1.12576,0.014,1.10158,0.026,0.02377,0.014,0
NAHCO3,NAHCO3,YDR123C,INO2,,1.04083,0.054,1.01095,0.008,0.03188,0.054,0.00004
NAHCO3,NAHCO3,YDR122W,KIN1,,1.19256,0.006,1.01901,0.016,0.17335,0.006,0.00001
NAHCO3,NAHCO3,YDR121W,DPB4,,1.2173,0.041,1.03431,0.023,0.17958,0.041,0.00001
NAHCO3,NAHCO3,YDR120C,TRM1,,1.22949,0.033,0.98665,0.013,0.24553,0.033,0.00001
NAHCO3,NAHCO3,YDR119W,VBA4,,0.96383,0.032,0.97914,0.033,-0.00472,0.032,0.00001
NAHCO3,NAHCO3,YDR147W,EKI1,,0.95668,0.039,0.83911,0.024,0.11735,0.039,0.00002
NAHCO3,NAHCO3,YDR146C,SWI5,,1.04849,0.022,0.95016,0.059,0.09089,0.022,0
NAHCO3,NAHCO3,YDR144C,MKC7,,1.07198,0.068,1.0163,0.029,0.04994,0.068,0.00007
NAHCO3,NAHCO3,YDR143C,SAN1,,1.18933,0.026,1.05453,0.03,0.14643,0.026,0
NAHCO3,NAHCO3,YDR142C,PEX7,,1.17532,0.02,1.06687,0.029,0.10787,0.02,0
NAHCO3,NAHCO3,YDR139C,RUB1,,0.8218,0.04,0.96401,0.022,-0.1415,0.04,0.00003
NAHCO3,NAHCO3,YDR135C,YCF1,,1.09718,0.002,1.02925,0.018,0.06721,0.002,0
NAHCO3,NAHCO3,YDR134C,YDR134C,,1.27425,0.01,1.08432,0.023,0.18661,0.01,0
NAHCO3,NAHCO3,YDR133C,YDR133C,,0.9519,0.075,0.99409,0.018,-0.03679,0.075,0.00013
NAHCO3,NAHCO3,YDR132C,YDR132C,,1.15974,0.048,1.04785,0.009,0.11675,0.048,0.00002
NAHCO3,NAHCO3,YDR131C,YDR131C,,0.8886,0.038,0.97724,0.033,-0.08799,0.038,0.00002
NAHCO3,NAHCO3,YDR158W,HOM2,,0.88049,0.02,0.95973,0.008,-0.07488,0.02,0
NAHCO3,NAHCO3,YDR157W,YDR157W,,1.24437,0.059,1.0411,0.047,0.21001,0.059,0.00003
NAHCO3,NAHCO3,YDR156W,RPA14,,1.30858,0.079,1.05489,0.024,0.25111,0.079,0.00006
NAHCO3,NAHCO3,YDR155C,CPR1,,1.17962,0.051,1.0046,0.038,0.172,0.051,0.00002
NAHCO3,NAHCO3,YDR154C,YDR154C,,1.03391,0.067,1.02042,0.042,0.0096,0.067,0.00008
NAHCO3,NAHCO3,YDR153C,ENT5,,1.25877,0.035,1.08221,0.035,0.1797,0.035,0.00001
NAHCO3,NAHCO3,YDR152W,GIR2,,0.86207,0.024,0.94486,0.023,-0.08465,0.024,0.00001
NAHCO3,NAHCO3,YDR151C,CTH1,,1.24934,0.118,1.05242,0.025,0.19541,0.118,0.00023
NAHCO3,NAHCO3,YDR150W,NUM1,,1.05877,0.193,1.01181,0.046,0.04951,0.193,0.00162
NAHCO3,NAHCO3,YDR149C,YDR149C,,0.75416,0.017,1.00402,0.043,-0.24423,0.017,0
NAHCO3,NAHCO3,YDR148C,KGD2,,0.87953,0.064,0.98719,0.024,-0.10501,0.064,0.00011
NAHCO3,NAHCO3,YDR179C,CSN9,,1.15847,0.04,0.99335,0.055,0.16586,0.04,0.00001
NAHCO3,NAHCO3,YDR178W,SDH4,,1.14005,0.055,0.96079,0.03,0.17726,0.055,0.00003
NAHCO3,NAHCO3,YDR171W,HSP42,,0.87381,0.038,0.88603,0.024,-0.00053,0.038,0.00002
NAHCO3,NAHCO3,YDR169C,STB3,,1.23435,0.005,0.99399,0.003,0.24086,0.005,0
NAHCO3,NAHCO3,YDR165W,TRM82,,0.68252,0.031,0.89242,0.026,-0.19816,0.031,0.0007
NAHCO3,NAHCO3,YDR163W,CWC15,,0.74616,0.029,0.96122,0.045,-0.20588,0.029,0.00002
NAHCO3,NAHCO3,YDR162C,NBP2,,1.09872,0.062,0.97111,0.035,0.1297,0.062,0.00005
NAHCO3,NAHCO3,YDR161W,YDR161W,,0.85749,0.102,1.07947,0.068,-0.21688,0.102,0.00046
NAHCO3,NAHCO3,YDR159W,SAC3,,0.66694,0.017,0.94064,0.066,-0.26675,0.017,0
NAHCO3,NAHCO3,YDR199W,YDR199W,,1.07895,0.044,1.23297,0.041,-0.14995,0.044,0.00002
NAHCO3,NAHCO3,YDR198C,RKM2,,1.04719,0.028,1.09325,0.03,-0.05369,0.028,0.00001
NAHCO3,NAHCO3,YDR193W,YDR193W,,1.14236,0.025,1.01467,0.005,0.12701,0.025,0
NAHCO3,NAHCO3,YDR192C,NUP42,,0.90078,0.052,1.03222,0.017,-0.12816,0.052,0.00005
NAHCO3,NAHCO3,YDR191W,HST4,,1.04262,0.056,1.00968,0.019,0.03399,0.056,0.00004
NAHCO3,NAHCO3,YDR186C,YDR186C,,0.97358,0.063,0.9078,0.007,0.0683,0.063,0.00139
NAHCO3,NAHCO3,YDR185C,UPS3,,0.95917,0.016,0.92273,0.018,0.0307,0.016,0.00009
NAHCO3,NAHCO3,YDR184C,ATC1,,0.92262,0.075,0.96221,0.025,-0.03645,0.075,0.00015
NAHCO3,NAHCO3,YDR183W,PLP1,,1.17523,0.01,1.00972,0.032,0.16907,0.01,0.00002
NAHCO3,NAHCO3,YDR181C,SAS4,,1.09281,0.053,1.0119,0.004,0.08056,0.053,0.00003
NAHCO3,NAHCO3,YDR179W-A,YDR179W-A,,0.95894,0.026,1.01953,0.033,-0.04782,0.026,0.00001
NAHCO3,NAHCO3,YDR216W,ADR1,,0.93047,0.044,1.07856,0.021,-0.15045,0.044,0.00003
NAHCO3,NAHCO3,YDR215C,YDR215C,,1.2064,0.014,1.0694,0.02,0.13385,0.014,0.00005
NAHCO3,NAHCO3,YDR214W,AHA1,,0.84197,0.036,1.01428,0.037,-0.16892,0.036,0.00002
NAHCO3,NAHCO3,YDR213W,UPC2,,1.02119,0.027,0.9989,0.008,0.01928,0.027,0
NAHCO3,NAHCO3,YDR210W,YDR210W,,0.98437,0.038,1.06154,0.005,-0.07551,0.038,0.00002
NAHCO3,NAHCO3,YDR209C,YDR209C,,0.9867,0.011,1.09498,0.028,-0.10691,0.011,0.00004
NAHCO3,NAHCO3,YDR207C,UME6,,0.72971,0.019,0.87795,0.032,-0.14156,0.019,0
NAHCO3,NAHCO3,YDR206W,EBS1,,1.08544,0.023,1.054,0.083,0.03395,0.023,0
NAHCO3,NAHCO3,YDR205W,MSC2,,1.19843,0.066,1.00251,0.006,0.19997,0.066,0.00005
NAHCO3,NAHCO3,YDR203W,YDR203W,,0.94586,0.099,1.01669,0.008,-0.07393,0.099,0.00032
NAHCO3,NAHCO3,YDR202C,RAV2,,1.02236,0.01,0.93703,0.039,0.08361,0.01,0.00003
NAHCO3,NAHCO3,YDR233C,RTN1,,0.7301,0.066,0.86282,0.072,-0.15096,0.066,0.0002
NAHCO3,NAHCO3,YDR229W,IVY1,,1.19803,0.043,1.06857,0.012,0.12436,0.043,0.00001
NAHCO3,NAHCO3,YDR225W,HTA1,,0.96296,0.038,0.96116,0.032,0.00217,0.038,0.00002
NAHCO3,NAHCO3,YDR223W,CRF1,,0.88096,0.023,0.97103,0.021,-0.08773,0.023,0
NAHCO3,NAHCO3,YDR222W,YDR222W,,1.20124,0.015,1.03689,0.017,0.17096,0.015,0.00005
NAHCO3,NAHCO3,YDR221W,GTB1,,1.12155,0.035,1.04708,0.039,0.06711,0.035,0.00001
NAHCO3,NAHCO3,YDR220C,YDR220C,,1.13237,0.034,0.99548,0.006,0.13566,0.034,0.00001
NAHCO3,NAHCO3,YDR219C,MFB1,,0.74947,0.047,0.95649,0.043,-0.21446,0.047,0.00007
NAHCO3,NAHCO3,YDR218C,SPR28,,0.84418,0.04,1.07422,0.019,-0.22244,0.04,0.00073
NAHCO3,NAHCO3,YDR217C,RAD9,,1.0886,0.047,1.04134,0.016,0.04185,0.047,0.00002
NAHCO3,NAHCO3,YDR252W,BTT1,,1.00626,0.143,0.95157,0.104,0.06865,0.143,0.00078
NAHCO3,NAHCO3,YDR251W,PAM1,,1.16028,0.05,1.0418,0.064,0.13398,0.05,0.00002
NAHCO3,NAHCO3,YDR250C,YDR250C,,0.97121,0.063,1.06551,0.062,-0.07526,0.063,0.00008
NAHCO3,NAHCO3,YOR202W,HIS3,,1.00311,0.191,1.02193,0.159,0.00821,0.192,0
NAHCO3,NAHCO3,YDR438W,THI74,,0.89402,0.03,1.01701,0.035,-0.12374,0.03,0.00001
NAHCO3,NAHCO3,YDR436W,PPZ2,,1.27578,0.079,1.09493,0.035,0.18697,0.079,0.00007
NAHCO3,NAHCO3,YDR435C,PPM1,,0.55991,0.021,0.89839,0.06,-0.34115,0.021,0.00001
NAHCO3,NAHCO3,YDR431W,YDR431W,,1.14899,0.006,0.9266,0.021,0.21991,0.006,0.00001
NAHCO3,NAHCO3,YDR430C,CYM1,,0.93673,0.037,0.97907,0.022,-0.04695,0.037,0.00002
NAHCO3,NAHCO3,YDR428C,BNA7,,1.37162,0.013,1.03448,0.017,0.33897,0.013,0.00003
NAHCO3,NAHCO3,YDR426C,YDR426C,,1.04465,0.03,0.89842,0.005,0.1468,0.03,0.00001
NAHCO3,NAHCO3,YDR425W,SNX41,,1.13427,0.019,0.95375,0.015,0.18176,0.019,0
NAHCO3,NAHCO3,YDR424C,DYN2,,0.81113,0.053,0.93657,0.042,-0.1268,0.054,0.00008
NAHCO3,NAHCO3,YDR423C,CAD1,,1.17621,0.15,1.27097,0.067,-0.0884,0.15,0.00056
NAHCO3,NAHCO3,YDR459C,PFA5,,1.3534,0.054,0.95614,0.016,0.39996,0.055,0.00002
NAHCO3,NAHCO3,YDR458C,HEH2,,0.91242,0.022,0.89545,0.026,0.01936,0.022,0
NAHCO3,NAHCO3,YDR455C,YDR455C,,0.9873,0.097,0.80296,0.066,0.20128,0.097,0.00026
NAHCO3,NAHCO3,YDR453C,TSA2,,0.80589,0.053,1.01629,0.016,-0.2066,0.053,0.00008
NAHCO3,NAHCO3,YDR452W,PPN1,,0.87475,0.024,0.99623,0.024,-0.12091,0.024,0.00001
NAHCO3,NAHCO3,YDR451C,YHP1,,1.22582,0.051,1.06567,0.016,0.16239,0.051,0.00002
NAHCO3,NAHCO3,YDR447C,RPS17B,,1.00297,0.047,0.98467,0.026,0.01607,0.048,0.00003
NAHCO3,NAHCO3,YDR446W,ECM11,,0.78383,0.02,0.98156,0.024,-0.20125,0.02,0.00023
NAHCO3,NAHCO3,YDR445C,YDR445C,,1.09381,0.009,1.02393,0.026,0.07288,0.009,0
NAHCO3,NAHCO3,YDR441C,APT2,,1.06359,0.047,1.04029,0.031,0.02536,0.047,0.00002
NAHCO3,NAHCO3,YDR440W,DOT1,,0.69547,0.046,0.43548,0.101,0.25669,0.046,0.00008
NAHCO3,NAHCO3,YDR480W,DIG2,,0.86371,0.04,0.94504,0.043,-0.07885,0.04,0.00003
NAHCO3,NAHCO3,YDR479C,PEX29,,1.17315,0.017,1.02106,0.029,0.15922,0.017,0.00007
NAHCO3,NAHCO3,YDR476C,YDR476C,,0.94848,0.024,1.00008,0.04,-0.05337,0.024,0
NAHCO3,NAHCO3,YDR475C,JIP4,,1.01255,0.035,0.96557,0.037,0.03916,0.035,0.00001
NAHCO3,NAHCO3,YDR474C,YDR474C,,1.2798,0.027,1.03162,0.03,0.24218,0.027,0
NAHCO3,NAHCO3,YDR471W,RPL27B,,0.87258,0.037,0.89586,0.003,-0.02393,0.037,0.00002
NAHCO3,NAHCO3,YDR469W,SDC1,,0.86897,0.032,0.94754,0.046,-0.06775,0.032,0.00001
NAHCO3,NAHCO3,YDR467C,YDR467C,,1.14302,0.036,1.06431,0.02,0.07402,0.037,0.00001
NAHCO3,NAHCO3,YDR466W,PKH3,,0.8311,0.024,0.93868,0.001,-0.10818,0.024,0.00001
NAHCO3,NAHCO3,YDR465C,RMT2,,0.96684,0.036,0.79388,0.067,0.18261,0.036,0.00001
NAHCO3,NAHCO3,YDR463W,STP1,,0.81751,0.052,0.88601,0.086,-0.05203,0.052,0.00137
NAHCO3,NAHCO3,YDR496C,PUF6,,0.95972,0.057,1.00195,0.023,-0.04459,0.057,0.00006
NAHCO3,NAHCO3,YDR494W,RSM28,,1.12386,0.059,0.83411,0.011,0.29588,0.059,0.00004
NAHCO3,NAHCO3,YDR492W,IZH1,,0.84824,0.02,0.98138,0.052,-0.14328,0.02,0.00018
