Query ORF,Query Name,Array ORF,Array Name,Array annotation,Normalized colony size (EXPERIMENT),Normalized colony std. dev. (EXPERIMENT),Normalized colony size (CONTROL),Normalized colony std. dev. (CONTROL),Score,Score stdev,p-Value
NAHCO3,NAHCO3,YOR202W,HIS3,,0.98791,0.178,1.02436,0.167,-0.01693,0.178,0
NAHCO3,NAHCO3,YBL032W,HEK2,,1.20614,0.078,1.02847,0.053,0.18984,0.078,0.00007
NAHCO3,NAHCO3,YBL031W,SHE1,,0.95499,0.036,0.94531,0.002,0.01098,0.036,0.00002
NAHCO3,NAHCO3,YBL029W,YBL029W,,1.26784,0.142,1.08164,0.097,0.20434,0.142,0.00038
NAHCO3,NAHCO3,YBL028C,YBL028C,,1.47208,0.179,1.24684,0.128,0.22456,0.179,0.00049
NAHCO3,NAHCO3,YBL027W,RPL19B,,1.31345,0.007,1.05873,0.042,0.26329,0.007,0.00001
NAHCO3,NAHCO3,YBL024W,NCL1,,0.84345,0.036,0.99356,0.03,-0.14338,0.036,0.00002
NAHCO3,NAHCO3,YBL021C,HAP3,,0.77438,0.007,0.79098,0.016,-0.01207,0.007,0.00003
NAHCO3,NAHCO3,YBL019W,APN2,,1.0173,0.013,0.92432,0.025,0.09376,0.013,0.00005
NAHCO3,NAHCO3,YBL017C,PEP1,,1.22736,0.048,1.02651,0.052,0.19143,0.048,0.00002
NAHCO3,NAHCO3,YBL052C,SAS3,,1.18756,0.039,1.0437,0.001,0.14366,0.039,0.00001
NAHCO3,NAHCO3,YBL051C,PIN4,,1.1784,0.098,0.95485,0.009,0.22224,0.098,0.00016
NAHCO3,NAHCO3,YBL049W,MOH1,,1.07283,0.061,1.04783,0.024,0.02162,0.061,0.00005
NAHCO3,NAHCO3,YBL048W,YBL048W,,1.09006,0.062,1.02257,0.01,0.06947,0.062,0.00005
NAHCO3,NAHCO3,YBL047C,EDE1,,1.20641,0.026,1.03274,0.023,0.17676,0.026,0
NAHCO3,NAHCO3,YBL046W,PSY4,,0.85306,0.058,0.96864,0.049,-0.12308,0.058,0.00009
NAHCO3,NAHCO3,YBL043W,ECM13,,0.85956,0.013,0.93676,0.018,-0.06678,0.013,0.00008
NAHCO3,NAHCO3,YBL042C,FUI1,,0.54707,0.025,0.71951,0.024,-0.17449,0.025,0.00002
NAHCO3,NAHCO3,YAL017W,PSK1,,0.92559,0.072,1.05336,0.017,-0.13349,0.072,0.00013
NAHCO3,NAHCO3,YBL039C,URA7,,1.14413,0.061,1.0259,0.026,0.11459,0.061,0.00004
NAHCO3,NAHCO3,YBL037W,APL3,,1.05683,0.037,1.06876,0.002,-0.01088,0.037,0.00001
NAHCO3,NAHCO3,YBL036C,YBL036C,,0.79785,0.08,0.85124,0.009,-0.05273,0.08,0.00028
NAHCO3,NAHCO3,YBL064C,PRX1,,0.89095,0.035,0.94583,0.003,-0.05551,0.035,0.00002
NAHCO3,NAHCO3,YBL063W,KIP1,,1.39553,0.019,1.05298,0.004,0.34265,0.019,0
NAHCO3,NAHCO3,YBL062W,YBL062W,,0.65277,0.008,0.92874,0.016,-0.26876,0.008,0.00005
NAHCO3,NAHCO3,YBL061C,SKT5,,0.98573,0.027,0.99283,0.027,-0.00636,0.027,0.00001
NAHCO3,NAHCO3,YBL060W,YEL1,,1.25629,0.031,1.03979,0.046,0.22214,0.031,0
NAHCO3,NAHCO3,YBL059W,YBL059W,,1.19011,0.029,1.03736,0.003,0.15175,0.029,0
NAHCO3,NAHCO3,YAL015C,NTG1,,0.78599,0.061,1.05318,0.044,-0.25574,0.061,0.00013
NAHCO3,NAHCO3,YBL057C,PTH2,,1.30808,0.055,1.07103,0.021,0.23454,0.055,0.00002
NAHCO3,NAHCO3,YBL056W,PTC3,,1.27927,0.065,1.06082,0.016,0.21657,0.065,0.00004
NAHCO3,NAHCO3,YBL055C,YBL055C,,0.97282,0.164,1.03888,0.01,-0.06779,0.164,0.00128
NAHCO3,NAHCO3,YBL054W,TOD6,,0.86126,0.042,1.02229,0.023,-0.15698,0.042,0.00003
NAHCO3,NAHCO3,YBL053W,YBL053W,,0.78669,0.044,0.84172,0.027,-0.04977,0.044,0.00005
NAHCO3,NAHCO3,YBL079W,NUP170,,0.61234,0.027,0.88178,0.015,-0.2673,0.027,0.00002
NAHCO3,NAHCO3,YBL078C,ATG8,,0.48626,0.008,0.91228,0.029,-0.43339,0.008,0
NAHCO3,NAHCO3,YBL075C,SSA3,,0.96533,0.051,1.00616,0.035,-0.04137,0.051,0.00004
NAHCO3,NAHCO3,YBL072C,RPS8A,,1.37214,0.014,1.15231,0.023,0.22017,0.014,0.00003
NAHCO3,NAHCO3,YAL014C,SYN8,,1.127,0.036,1.04261,0.034,0.08126,0.036,0.00001
NAHCO3,NAHCO3,YBL071C,YBL071C,,1.07094,0.046,0.94773,0.028,0.1217,0.046,0.00002
NAHCO3,NAHCO3,YBL070C,YBL070C,,1.03096,0.041,1.01825,0.005,0.01012,0.041,0.00002
NAHCO3,NAHCO3,YBL069W,AST1,,1.17451,0.014,1.08372,0.021,0.08917,0.014,0
NAHCO3,NAHCO3,YBL068W,PRS4,,1.21324,0.061,1.06093,0.003,0.15394,0.061,0.00004
NAHCO3,NAHCO3,YBL067C,UBP13,,1.14495,0.062,1.09109,0.033,0.06166,0.062,0.00004
NAHCO3,NAHCO3,YBL066C,SEF1,,1.26328,0.069,1.09399,0.051,0.16625,0.069,0.00004
NAHCO3,NAHCO3,YBL065W,YBL065W,,1.09094,0.031,0.97525,0.03,0.11145,0.031,0.00001
NAHCO3,NAHCO3,YBL094C,YBL094C,,0.41673,0.042,0.83178,0.13,-0.38208,0.042,0.0033
NAHCO3,NAHCO3,YBL091C-A,SCS22,,1.18831,0.034,1.00154,0.051,0.18023,0.034,0.00001
NAHCO3,NAHCO3,YAL013W,DEP1,,0.60161,0.046,0.89278,0.087,-0.31185,0.046,0.00013
NAHCO3,NAHCO3,YBL091C,MAP2,,1.13705,0.021,1.00175,0.005,0.13578,0.021,0.00011
NAHCO3,NAHCO3,YBL089W,AVT5,,1.0284,0.005,1.01324,0.028,0.0129,0.005,0.00001
NAHCO3,NAHCO3,YBL088C,TEL1,,1.33436,0.052,1.15159,0.023,0.17798,0.052,0.00002
NAHCO3,NAHCO3,YBL087C,RPL23A,,1.10331,0.044,0.95486,0.015,0.14658,0.044,0.00002
NAHCO3,NAHCO3,YBL086C,YBL086C,,0.82958,0.032,1.00215,0.014,-0.1729,0.032,0.00002
NAHCO3,NAHCO3,YBL085W,BOI1,,0.83437,0.086,0.98706,0.003,-0.15264,0.086,0.0003
NAHCO3,NAHCO3,YBL083C,YBL083C,,0.65361,0.016,0.9985,0.012,-0.33894,0.016,0.0002
NAHCO3,NAHCO3,YBL082C,ALG3,,0.54823,0.04,0.95363,0.032,-0.40325,0.04,0.0001
NAHCO3,NAHCO3,YBL081W,YBL081W,,1.25753,0.044,1.09805,0.036,0.16274,0.044,0.00001
NAHCO3,NAHCO3,YAL011W,SWC3,,0.59214,0.001,0.95902,0.038,-0.36704,0.001,0
NAHCO3,NAHCO3,YBR001C,NTH2,,1.02493,0.003,1.02322,0.019,-0.00204,0.003,0
NAHCO3,NAHCO3,YBL107C,MIC23,,1.00005,0.012,1.01769,0.033,-0.0112,0.012,0
NAHCO3,NAHCO3,YBL106C,SRO77,,1.14703,0.013,1.00281,0.035,0.1344,0.013,0
NAHCO3,NAHCO3,YBL104C,SEA4,,1.08175,0.045,0.94427,0.01,0.14076,0.045,0.00002
NAHCO3,NAHCO3,YBL103C,RTG3,,0.69347,0.049,0.93085,0.037,-0.22809,0.049,0.0001
NAHCO3,NAHCO3,YBL102W,SFT2,,1.05847,0.072,1.0078,0.035,0.04402,0.072,0.00008
NAHCO3,NAHCO3,YBL101C,ECM21,,1.13214,0.081,1.0492,0.031,0.0866,0.081,0.0001
NAHCO3,NAHCO3,YBL100C,YBL100C,,0.71007,0.068,0.95432,0.015,-0.24466,0.068,0.00024
NAHCO3,NAHCO3,YBL098W,BNA4,,1.07462,0.041,1.02532,0.002,0.04979,0.041,0.00002
NAHCO3,NAHCO3,YBL096C,YBL096C,,1.11181,0.024,0.98551,0.016,0.12457,0.024,0
NAHCO3,NAHCO3,YAL010C,MDM10,,1.1852,0.012,1.06613,0.049,0.11149,0.012,0
NAHCO3,NAHCO3,YBL095W,YBL095W,,0.90861,0.126,1.05939,0.01,-0.14993,0.126,0.00072
NAHCO3,NAHCO3,YBR016W,YBR016W,,0.86105,0.055,1.123,0.02,-0.2614,0.055,0.00007
NAHCO3,NAHCO3,YBR015C,MNN2,,0.65193,0.063,0.91676,0.062,-0.25948,0.063,0.00025
NAHCO3,NAHCO3,YBR014C,GRX7,,1.09996,0.079,0.95818,0.03,0.14944,0.079,0.0001
NAHCO3,NAHCO3,YBR013C,YBR013C,,1.17897,0.037,1.01823,0.003,0.16164,0.037,0.00001
NAHCO3,NAHCO3,YBR012C,YBR012C,,0.70434,0.008,0.97275,0.048,-0.26587,0.008,0.00005
NAHCO3,NAHCO3,YBR010W,HHT1,,1.21141,0.051,0.94691,0.027,0.26297,0.051,0.00002
NAHCO3,NAHCO3,YBR009C,HHF1,,1.16018,0.113,0.92259,0.005,0.23793,0.113,0.00025
NAHCO3,NAHCO3,YBR008C,FLR1,,1.26932,0.098,1.0682,0.029,0.2061,0.098,0.00013
NAHCO3,NAHCO3,YAL008W,FUN14,,1.19105,0.05,1.0298,0.042,0.15855,0.05,0.00002
NAHCO3,NAHCO3,YBR007C,DSF2,,1.04611,0.048,1.01662,0.037,0.02747,0.048,0.00003
NAHCO3,NAHCO3,YBR006W,UGA2,,1.07192,0.038,1.03778,0.057,0.03056,0.038,0.00001
NAHCO3,NAHCO3,YBR005W,RCR1,,1.10971,0.098,1.30609,0.055,-0.18695,0.098,0.00019
NAHCO3,NAHCO3,YBR030W,RKM3,,0.60922,0.023,0.88431,0.111,-0.29273,0.023,0.00049
NAHCO3,NAHCO3,YBR028C,YPK3,,1.08988,0.064,1.0372,0.013,0.04942,0.064,0.00006
NAHCO3,NAHCO3,YBR027C,YBR027C,,1.13657,0.089,1.07876,0.024,0.0629,0.089,0.00013
NAHCO3,NAHCO3,YBR026C,ETR1,,0.8093,0.057,0.97788,0.046,-0.17521,0.057,0.0001
NAHCO3,NAHCO3,YBR025C,OLA1,,1.35268,0.07,1.2048,0.091,0.15508,0.07,0.00004
NAHCO3,NAHCO3,YBR024W,SCO2,,0.75921,0.076,1.05114,0.033,-0.29783,0.076,0.00027
NAHCO3,NAHCO3,YBR023C,CHS3,,0.84035,0.049,0.98815,0.046,-0.13671,0.049,0.00005
NAHCO3,NAHCO3,YAL007C,ERP2,,0.74551,0.029,0.91893,0.035,-0.17495,0.029,0.00002
NAHCO3,NAHCO3,YBR022W,POA1,,1.19176,0.05,0.91478,0.026,0.28322,0.05,0.00002
NAHCO3,NAHCO3,YBR020W,GAL1,,1.08425,0.046,0.89631,0.072,0.18154,0.046,0.00002
NAHCO3,NAHCO3,YBR019C,GAL10,,1.03622,0.023,0.70793,0.083,0.31537,0.023,0.00016
NAHCO3,NAHCO3,YBR018C,GAL7,,1.38611,0.089,1.03019,0.068,0.3564,0.089,0.00007
NAHCO3,NAHCO3,YBR045C,GIP1,,1.3278,0.033,1.11491,0.028,0.20992,0.033,0
NAHCO3,NAHCO3,YBR044C,TCM62,,1.00505,0.07,0.99861,0.04,0.01013,0.07,0.00009
NAHCO3,NAHCO3,YBR043C,QDR3,,1.02651,0.039,0.97939,0.019,0.04393,0.039,0.00002
NAHCO3,NAHCO3,YBR042C,CST26,,1.12678,0.07,1.09846,0.047,0.02783,0.07,0.00007
NAHCO3,NAHCO3,YBR041W,FAT1,,0.90942,0.009,0.98894,0.032,-0.07731,0.009,0.00003
NAHCO3,NAHCO3,YAL005C,SSA1,,0.66112,0.012,0.92498,0.015,-0.25615,0.012,0.00011
NAHCO3,NAHCO3,YBR040W,FIG1,,0.96152,0.034,1.09357,0.018,-0.12963,0.034,0.00001
NAHCO3,NAHCO3,YBR036C,CSG2,,1.00838,0.055,0.76831,0.027,0.23541,0.055,0.00004
NAHCO3,NAHCO3,YBR034C,HMT1,,1.18318,0.006,0.9983,0.005,0.18708,0.006,0.00001
NAHCO3,NAHCO3,YBR033W,EDS1,,1.10415,0.033,1.08253,0.019,0.02584,0.033,0.00001
NAHCO3,NAHCO3,YBR032W,YBR032W,,0.50733,0.002,0.87592,0.03,-0.36136,0.002,0.00001
NAHCO3,NAHCO3,YBR031W,RPL4A,,0.76152,0.019,0.87669,0.007,-0.118,0.019,0
NAHCO3,NAHCO3,YBR057C,MUM2,,1.18505,0.013,1.00009,0.002,0.18423,0.013,0
NAHCO3,NAHCO3,YBR056W,YBR056W,,0.85499,0.001,1.01132,0.024,-0.1579,0.001,0
NAHCO3,NAHCO3,YAL004W,YAL004W,,0.79336,0.041,0.94074,0.035,-0.14188,0.041,0.00089
NAHCO3,NAHCO3,YBR054W,YRO2,,0.93898,0.01,1.03494,0.01,-0.09546,0.01,0.00004
NAHCO3,NAHCO3,YBR053C,YBR053C,,1.04855,0.019,1.06718,0.015,-0.01659,0.019,0
NAHCO3,NAHCO3,YBR052C,RFS1,,1.1805,0.039,1.03737,0.001,0.14289,0.039,0.00001
NAHCO3,NAHCO3,YBR051W,YBR051W,,1.24505,0.104,1.04644,0.062,0.21701,0.104,0.00016
NAHCO3,NAHCO3,YBR050C,REG2,,1.32114,0.01,1.0698,0.011,0.24757,0.01,0.00002
NAHCO3,NAHCO3,YBR048W,RPS11B,,0.95179,0.045,0.98196,0.03,-0.03401,0.045,0.00003
NAHCO3,NAHCO3,YBR047W,FMP23,,1.26211,0.042,1.06537,0.019,0.19583,0.042,0.00001
NAHCO3,NAHCO3,YBR046C,ZTA1,,0.93,0.138,0.90397,0.011,0.02251,0.138,0.00089
NAHCO3,NAHCO3,YBR071W,YBR071W,,0.96097,0.036,0.91142,0.03,0.05703,0.036,0.00001
NAHCO3,NAHCO3,YAL002W,VPS8,,0.76488,0.103,0.82746,0.016,-0.05425,0.103,0.00067
NAHCO3,NAHCO3,YBR069C,TAT1,,1.15467,0.039,1.10696,0.028,0.04609,0.039,0.00001
NAHCO3,NAHCO3,YBR068C,BAP2,,1.01287,0.011,0.97676,0.025,0.04261,0.011,0
NAHCO3,NAHCO3,YBR067C,TIP1,,0.84022,0.019,1.05706,0.024,-0.21847,0.019,0
NAHCO3,NAHCO3,YBR066C,NRG2,,1.10338,0.05,1.11035,0.025,-0.01206,0.05,0.00003
NAHCO3,NAHCO3,YBR065C,ECM2,,0.85923,0.057,1.02094,0.039,-0.15016,0.057,0.00008
NAHCO3,NAHCO3,YBR064W,YBR064W,,1.08094,0.037,1.05546,0.027,0.02195,0.037,0.00001
NAHCO3,NAHCO3,YBR063C,YBR063C,,0.74861,0.039,0.99659,0.013,-0.25049,0.039,0.00004
NAHCO3,NAHCO3,YBR062C,YBR062C,,1.09088,0.062,1.05993,0.025,0.03709,0.062,0.00005
NAHCO3,NAHCO3,YBR090C,YBR090C,,0.71389,0.007,0.95133,0.002,-0.23733,0.007,0
NAHCO3,NAHCO3,YBR084W,MIS1,,0.91499,0.007,0.88237,0.011,0.02993,0.007,0.00002
NAHCO3,NAHCO3,YBR083W,TEC1,,1.06156,0.008,1.00735,0.011,0.05502,0.008,0.00002
NAHCO3,NAHCO3,YBR082C,UBC4,,0.83213,0.025,0.9927,0.029,-0.16018,0.025,0.00001
NAHCO3,NAHCO3,YBR076W,ECM8,,0.75247,0.042,0.98394,0.007,-0.22893,0.042,0.00005
NAHCO3,NAHCO3,YBR075W,YBR075W,,0.83715,0.036,1.08181,0.028,-0.25045,0.036,0.00002
NAHCO3,NAHCO3,YBR074W,YBR074W,,1.1856,0.022,1.07111,0.02,0.11883,0.022,0.00011
NAHCO3,NAHCO3,YAL031C,GIP4,,0.70267,0.045,0.91107,0.031,-0.20405,0.045,0.00007
NAHCO3,NAHCO3,YBR073W,RDH54,,1.29035,0.038,1.06944,0.005,0.21993,0.038,0.00001
NAHCO3,NAHCO3,YBR072W,HSP26,,1.11887,0.048,1.04145,0.048,0.08512,0.048,0.00002
NAHCO3,NAHCO3,YBR104W,YMC2,,1.05137,0.048,0.96517,0.019,0.08811,0.048,0.00003
NAHCO3,NAHCO3,YBR103W,SIF2,,1.10974,0.041,0.93558,0.007,0.17453,0.041,0.00001
NAHCO3,NAHCO3,YBR100W,YBR100W,,1.06303,0.07,0.98821,0.04,0.07127,0.07,0.00008
NAHCO3,NAHCO3,YBR099C,YBR099C,,1.08249,0.059,0.98721,0.022,0.09352,0.059,0.00004
NAHCO3,NAHCO3,YBR098W,MMS4,,0.69631,0.051,0.84969,0.034,-0.14954,0.051,0.00011
NAHCO3,NAHCO3,YBR095C,RXT2,,0.8766,0.064,0.70474,0.002,0.17207,0.064,0.00011
NAHCO3,NAHCO3,YAL030W,SNC1,,0.76672,0.02,0.98791,0.025,-0.22555,0.02,0
NAHCO3,NAHCO3,YBR094W,PBY1,,0.74008,0.041,0.92988,0.003,-0.18842,0.041,0.00005
NAHCO3,NAHCO3,YBR092C,PHO3,,0.98281,0.058,1.03618,0.03,-0.05135,0.058,0.00006
NAHCO3,NAHCO3,YBR119W,MUD1,,0.87002,0.063,0.99795,0.022,-0.12721,0.063,0.00177
NAHCO3,NAHCO3,YBR116C,YBR116C,,1.30672,0.068,0.96936,0.047,0.33563,0.068,0.00004
NAHCO3,NAHCO3,YBR114W,RAD16,,1.30555,0.028,1.06109,0.007,0.24562,0.028,0
NAHCO3,NAHCO3,YAL029C,MYO4,,0.78862,0.032,0.96908,0.017,-0.17657,0.032,0.00002
NAHCO3,NAHCO3,YBR111C,YSA1,,0.83523,0.048,0.71262,0.025,0.12805,0.048,0.00005
NAHCO3,NAHCO3,YBR108W,AIM3,,0.79576,0.052,0.98373,0.086,-0.18288,0.052,0.00008
NAHCO3,NAHCO3,YBR107C,IML3,,0.58712,0.019,0.97323,0.027,-0.38695,0.019,0.00001
NAHCO3,NAHCO3,YBR106W,PHO88,,0.36637,0.006,0.86657,0.001,-0.50055,0.006,0.00009
NAHCO3,NAHCO3,YBR105C,VID24,,0.79772,0.038,0.82369,0.019,-0.03113,0.038,0.00003
NAHCO3,NAHCO3,YAL028W,FRT2,,1.18257,0.006,1.03345,0.036,0.14691,0.006,0.00001
NAHCO3,NAHCO3,YAL027W,SAW1,,1.07559,0.022,1.04058,0.018,0.03713,0.022,0
NAHCO3,NAHCO3,YBR138C,YBR138C,,1.11978,0.112,1.18981,0.065,-0.06036,0.112,0.00027
NAHCO3,NAHCO3,YBR137W,YBR137W,,1.02913,0.031,1.11236,0.021,-0.08582,0.031,0.00001
NAHCO3,NAHCO3,YBR134W,YBR134W,,0.54514,0.076,0.95024,0.004,-0.40444,0.076,0.00073
NAHCO3,NAHCO3,YBR132C,AGP2,,0.37773,0.017,0.66406,0.02,-0.28478,0.017,0.00003
NAHCO3,NAHCO3,YBR131W,CCZ1,,1.04176,0.011,1.18821,0.035,-0.14579,0.011,0.00004
NAHCO3,NAHCO3,YBR130C,SHE3,,1.0921,0.056,1.11369,0.053,-0.01794,0.056,0.00004
NAHCO3,NAHCO3,YBR129C,OPY1,,1.12188,0.055,0.95748,0.022,0.15836,0.055,0.00003
NAHCO3,NAHCO3,YBR128C,ATG14,,0.64581,0.035,0.80496,0.053,-0.14634,0.035,0.00004
NAHCO3,NAHCO3,YBR126C,TPS1,,1.0365,0.055,0.82316,0.055,0.20708,0.055,0.00004
NAHCO3,NAHCO3,YBR125C,PTC4,,1.02926,0.094,0.8762,0.062,0.1592,0.094,0.00021
NAHCO3,NAHCO3,YAL026C,DRS2,,0.76025,0.012,0.88252,0.027,-0.1187,0.012,0
NAHCO3,NAHCO3,YBR151W,APD1,,0.98981,0.028,1.02853,0.015,-0.03815,0.028,0.00001
NAHCO3,NAHCO3,YBR150C,TBS1,,1.07051,0.044,1.04528,0.025,0.02166,0.044,0.00002
NAHCO3,NAHCO3,YBR149W,ARA1,,1.0138,0.083,1.09127,0.035,-0.07847,0.083,0.00015
NAHCO3,NAHCO3,YBR148W,YSW1,,0.82813,0.007,0.89357,0.013,-0.0662,0.007,0.00002
NAHCO3,NAHCO3,YBR147W,RTC2,,1.01789,0.053,1.04407,0.016,-0.02657,0.053,0.00004
NAHCO3,NAHCO3,YBR145W,ADH5,,1.18295,0.054,1.10498,0.04,0.08083,0.054,0.00003
NAHCO3,NAHCO3,YAL023C,PMT2,,0.54318,0.028,0.96102,0.04,-0.41833,0.028,0.00004
NAHCO3,NAHCO3,YBR141C,YBR141C,,1.00527,0.002,0.8835,0.029,0.12183,0.002,0
NAHCO3,NAHCO3,YBR139W,YBR139W,,0.80444,0.009,0.90634,0.014,-0.10168,0.009,0.00004
NAHCO3,NAHCO3,YBR169C,SSE2,,0.89548,0.007,0.90457,0.006,-0.00675,0.007,0.00002
NAHCO3,NAHCO3,YBR168W,PEX32,,0.58958,0.025,0.78784,0.012,-0.19494,0.025,0.00002
NAHCO3,NAHCO3,YBR165W,UBS1,,0.64869,0.018,0.91443,0.005,-0.26325,0.018,0.00027
NAHCO3,NAHCO3,YBR164C,ARL1,,1.07277,0.044,1.01868,0.02,0.05437,0.044,0.00002
NAHCO3,NAHCO3,YBR162W-A,YSY6,,1.00129,0.029,1.05504,0.007,-0.05094,0.029,0.00028
NAHCO3,NAHCO3,YAL022C,FUN26,,0.87444,0.05,1.03748,0.005,-0.15983,0.05,0.00005
NAHCO3,NAHCO3,YBR162C,TOS1,,0.84719,0.047,1.01269,0.007,-0.16889,0.047,0.00005
NAHCO3,NAHCO3,YBR161W,CSH1,,0.9137,0.08,1.03186,0.02,-0.11788,0.08,0.00018
NAHCO3,NAHCO3,YBR158W,AMN1,,0.9122,0.153,1.0011,0.012,-0.09392,0.153,0.00127
NAHCO3,NAHCO3,YBR157C,ICS2,,1.21153,0.042,0.91979,0.017,0.28709,0.042,0.00001
NAHCO3,NAHCO3,YBR182C,SMP1,,1.16215,0.036,1.04145,0.028,0.12376,0.036,0.00001
NAHCO3,NAHCO3,YBR181C,RPS6B,,1.20806,0.088,0.97656,0.03,0.22398,0.088,0.00011
NAHCO3,NAHCO3,YBR180W,DTR1,,1.16823,0.016,0.99354,0.015,0.1815,0.016,0.00007
NAHCO3,NAHCO3,YBR178W,YBR178W,,1.07845,0.047,1.01805,0.018,0.06066,0.047,0.00002
NAHCO3,NAHCO3,YAL020C,ATS1,,0.99266,0.059,0.91747,0.004,0.07432,0.059,0.00006
NAHCO3,NAHCO3,YBR177C,EHT1,,0.68177,0.008,0.9738,0.023,-0.29135,0.008,0.00005
NAHCO3,NAHCO3,YBR176W,ECM31,,0.88072,0.039,1.01716,0.016,-0.13397,0.039,0.00002
NAHCO3,NAHCO3,YBR172C,SMY2,,0.46531,0.102,0.75787,0.032,-0.2931,0.102,0.00275
NAHCO3,NAHCO3,YBR171W,SEC66,,0.56216,0.14,0.74623,0.06,-0.19392,0.14,0.00401
NAHCO3,NAHCO3,YBR170C,NPL4,,1.09326,0.016,0.94096,0.049,0.14623,0.016,0
NAHCO3,NAHCO3,YBR199W,KTR4,,0.99972,0.022,0.96413,0.017,0.03957,0.022,0
NAHCO3,NAHCO3,YBR197C,YBR197C,,1.31856,0.074,1.11549,0.03,0.20027,0.074,0.00005
NAHCO3,NAHCO3,YAL019W,FUN30,,1.10127,0.057,1.0798,0.048,0.03791,0.057,0.00004
NAHCO3,NAHCO3,YBR195C,MSI1,,1.20448,0.082,1.04581,0.021,0.15503,0.082,0.00009
NAHCO3,NAHCO3,YBR194W,AIM4,,0.74368,0.033,0.87076,0.031,-0.11931,0.033,0.00002
NAHCO3,NAHCO3,YBR189W,RPS9B,,1.04852,0.032,0.88677,0.022,0.1618,0.032,0.00001
NAHCO3,NAHCO3,YBR188C,NTC20,,1.06559,0.056,1.01315,0.028,0.04694,0.056,0.00004
NAHCO3,NAHCO3,YBR187W,GDT1,,1.15977,0.041,1.07367,0.024,0.0854,0.041,0.00001
NAHCO3,NAHCO3,YBR186W,PCH2,,0.72488,0.068,0.99533,0.004,-0.27191,0.068,0.00022
NAHCO3,NAHCO3,YBR185C,MBA1,,0.6745,0.008,0.94244,0.027,-0.26256,0.008,0
NAHCO3,NAHCO3,YBR184W,YBR184W,,1.10693,0.046,0.99564,0.003,0.1114,0.046,0.00002
NAHCO3,NAHCO3,YBR183W,YPC1,,0.80002,0.03,0.89502,0.023,-0.09058,0.03,0.00002
NAHCO3,NAHCO3,YAL018C,YAL018C,,1.33515,0.006,1.09716,0.029,0.23817,0.006,0.00001
NAHCO3,NAHCO3,YBR212W,NGR1,,1.10891,0.044,1.00701,0.01,0.10519,0.044,0.00002
NAHCO3,NAHCO3,YBR210W,ERV15,,0.62017,0.028,0.96101,0.022,-0.34464,0.028,0.00003
NAHCO3,NAHCO3,YBR208C,DUR1,,1.16715,0.016,1.00373,0.008,0.16125,0.016,0.00006
NAHCO3,NAHCO3,YBR207W,FTH1,,0.81613,0.111,0.96601,0.052,-0.15157,0.111,0.00068
NAHCO3,NAHCO3,YBR206W,YBR206W,,1.14578,0.054,1.00658,0.001,0.13934,0.054,0.00003
NAHCO3,NAHCO3,YBR205W,KTR3,,1.1238,0.077,1.05063,0.025,0.07391,0.077,0.00009
NAHCO3,NAHCO3,YBR204C,LDH1,,1.29682,0.071,0.99448,0.014,0.30441,0.071,0.00005
NAHCO3,NAHCO3,YBR203W,COS111,,0.90878,0.081,1.03698,0.016,-0.13131,0.081,0.0002
NAHCO3,NAHCO3,YBR201W,DER1,,1.08965,0.07,1.05691,0.017,0.03604,0.07,0.00007
NAHCO3,NAHCO3,YBR223C,TDP1,,1.31982,0.058,1.13018,0.05,0.19318,0.058,0.00002
NAHCO3,NAHCO3,YBR222C,PCS60,,0.62371,0.041,1.04695,0.006,-0.41986,0.041,0.00008
NAHCO3,NAHCO3,YBR221C,PDB1,,0.92763,0.052,0.88991,0.029,0.04347,0.052,0.00005
NAHCO3,NAHCO3,YBR220C,YBR220C,,0.69386,0.047,0.92936,0.027,-0.2284,0.047,0.00009
NAHCO3,NAHCO3,YBR219C,YBR219C,,0.72146,0.032,0.95348,0.025,-0.2344,0.032,0.00002
NAHCO3,NAHCO3,YBR218C,PYC2,,1.29166,0.081,1.00657,0.017,0.28323,0.081,0.00007
NAHCO3,NAHCO3,YBR217W,ATG12,,0.83736,0.033,1.03931,0.012,-0.20323,0.033,0.00002
NAHCO3,NAHCO3,YBR216C,YBP1,,1.36065,0.102,1.04878,0.032,0.31532,0.102,0.00012
NAHCO3,NAHCO3,YAL054C,ACS1,,0.96623,0.008,0.91198,0.014,0.05187,0.008,0.00002
NAHCO3,NAHCO3,YBR215W,HPC2,,1.23844,0.058,1.03651,0.018,0.20307,0.058,0.00003
NAHCO3,NAHCO3,YBR214W,SDS24,,0.85161,0.019,1.07294,0.038,-0.21139,0.019,0.00016
NAHCO3,NAHCO3,YBR213W,MET8,,1.06506,0.044,1.15917,0.014,-0.09624,0.044,0.00002
NAHCO3,NAHCO3,YAL053W,FLC2,,1.04658,0.016,1.01166,0.049,0.04896,0.016,0
NAHCO3,NAHCO3,YAL051W,OAF1,,0.958,0.015,1.02239,0.006,-0.06318,0.015,0.00008
NAHCO3,NAHCO3,YAL049C,AIM2,,1.05585,0.045,1.05449,0.019,0.00631,0.045,0.00061
NAHCO3,NAHCO3,YAL045C,YAL045C,,0.79259,0.016,0.95592,0.026,-0.15942,0.016,0
NAHCO3,NAHCO3,YAL043C-A,YAL043C-A,,0.78482,0.042,0.95821,0.018,-0.1766,0.042,0.00004
NAHCO3,NAHCO3,YAL042W,ERV46,,0.83174,0.022,0.98967,0.016,-0.15772,0.022,0
