Query ORF,Query Name,Array ORF,Array Name,Array annotation,Normalized colony size (EXPERIMENT),Normalized colony std. dev. (EXPERIMENT),Normalized colony size (CONTROL),Normalized colony std. dev. (CONTROL),Score,Score stdev,p-Value
NAHCO3,NAHCO3,YAL040C,CLN3,,0.90728,0.007,1.04356,0.046,-0.12698,0.007,0.00002
NAHCO3,NAHCO3,YAL037W,YAL037W,,0.86535,0.028,1.03008,0.012,-0.16574,0.028,0.00001
NAHCO3,NAHCO3,YAL036C,RBG1,,1.00738,0.015,0.93532,0.013,0.07437,0.015,0
NAHCO3,NAHCO3,YAL034C,FUN19,,1.02854,0.051,1.0367,0.032,-0.00587,0.051,0.00003
NAHCO3,NAHCO3,YAL066W,YAL066W,,0.94766,0.351,0.97398,0.007,-0.02963,0.351,0.01247
NAHCO3,NAHCO3,YAL065C,YAL065C,,0.92149,0.057,1.02842,0.012,-0.10731,0.057,0.00006
NAHCO3,NAHCO3,YAL064C-A,TDA8,,0.64956,0.051,0.97155,0.021,-0.32413,0.051,0.00013
NAHCO3,NAHCO3,YAL062W,GDH3,,0.88023,0.023,0.84292,0.019,0.03302,0.023,0.00001
NAHCO3,NAHCO3,YAL061W,BDH2,,1.07965,0.015,1.06887,0.013,0.00869,0.015,0.00006
NAHCO3,NAHCO3,YAL060W,BDH1,,0.75004,0.007,1.01727,0.034,-0.26537,0.007,0.00003
NAHCO3,NAHCO3,YAL059W,ECM1,,1.21431,0.063,0.99091,0.018,0.22739,0.063,0.00004
NAHCO3,NAHCO3,YAL058W,CNE1,,0.701,0.004,0.93541,0.013,-0.23374,0.004,0.00001
NAHCO3,NAHCO3,YAL058C-A,YAL058C-A,,1.06954,0.006,1.00532,0.03,0.05822,0.006,0.00001
NAHCO3,NAHCO3,YAL056W,GPB2,,0.80805,0.028,1.00782,0.003,-0.19907,0.028,0.00001
NAHCO3,NAHCO3,YAL055W,PEX22,,0.8458,0.016,0.94707,0.013,-0.1037,0.016,0.00012
NAHCO3,NAHCO3,YAR027W,UIP3,,1.21124,0.016,0.97435,0.027,0.23321,0.016,0.00006
NAHCO3,NAHCO3,YAR023C,YAR023C,,0.71793,0.05,1.00558,0.012,-0.28453,0.05,0.00009
NAHCO3,NAHCO3,YAR020C,PAU7,,0.9843,0.049,1.01757,0.007,-0.03265,0.049,0.00003
NAHCO3,NAHCO3,YAR018C,KIN3,,1.19723,0.058,1.04618,0.018,0.14851,0.058,0.00003
NAHCO3,NAHCO3,YAR015W,ADE1,,0.77638,0.022,0.89695,0.038,-0.13181,0.022,0.00001
NAHCO3,NAHCO3,YAR014C,BUD14,,0.86546,0.031,1.03656,0.02,-0.16667,0.031,0.00001
NAHCO3,NAHCO3,YAR003W,SWD1,,0.99579,0.056,0.79705,0.03,0.19899,0.056,0.00005
NAHCO3,NAHCO3,YAR002W,NUP60,,1.01658,0.043,0.95831,0.009,0.05703,0.043,0.00002
NAHCO3,NAHCO3,YAR002C-A,ERP1,,1.15948,0.075,1.00795,0.031,0.15307,0.075,0.00007
NAHCO3,NAHCO3,YAL068C,PAU8,,0.70793,0.046,0.96003,0.037,-0.24887,0.046,0.00007
NAHCO3,NAHCO3,YAL067C,SEO1,,1.22103,0.025,1.00284,0.008,0.21935,0.025,0.00014
NAHCO3,NAHCO3,YAR047C,YAR047C,,0.93672,0.043,0.91957,0.036,0.01838,0.043,0.00003
NAHCO3,NAHCO3,YAR044W,YAR044W,,1.04582,0.011,1.04187,0.007,-0.00022,0.011,0
NAHCO3,NAHCO3,YAR043C,YAR043C,,0.68036,0.044,0.97108,0.022,-0.28872,0.044,0.00008
NAHCO3,NAHCO3,YAR042W,SWH1,,0.85047,0.066,0.99729,0.005,-0.14538,0.066,0.00013
NAHCO3,NAHCO3,YAR040C,YAR040C,,1.05201,0.042,1.00044,0.023,0.05121,0.042,0.00002
NAHCO3,NAHCO3,YAR037W,YAR037W,,1.11166,0.006,0.98121,0.022,0.13466,0.006,0.00001
NAHCO3,NAHCO3,YAR035W,YAT1,,0.75983,0.045,0.99606,0.013,-0.23967,0.045,0.00006
NAHCO3,NAHCO3,YAR031W,PRM9,,1.23582,0.053,1.03751,0.006,0.20085,0.053,0.00002
NAHCO3,NAHCO3,YAR030C,YAR030C,,1.03602,0.012,0.99858,0.017,0.04191,0.012,0.00004
NAHCO3,NAHCO3,YAR029W,YAR029W,,1.05398,0.023,0.97861,0.013,0.07562,0.023,0
NAHCO3,NAHCO3,YAR028W,YAR028W,,0.64689,0.06,0.97466,0.013,-0.32494,0.06,0.00022
NAHCO3,NAHCO3,YBL015W,ACH1,,1.00693,0.036,1.3557,0.062,-0.35245,0.036,0.00001
NAHCO3,NAHCO3,YBL013W,FMT1,,0.606,0.053,0.86552,0.053,-0.26169,0.053,0.00018
NAHCO3,NAHCO3,YBL011W,SCT1,,1.07683,0.045,0.96686,0.025,0.10715,0.045,0.00002
NAHCO3,NAHCO3,YBL010C,YBL010C,,0.86517,0.053,0.9753,0.028,-0.1157,0.053,0.00006
NAHCO3,NAHCO3,YBL009W,ALK2,,1.19659,0.032,1.04185,0.017,0.15183,0.032,0.00001
NAHCO3,NAHCO3,YBL008W,HIR1,,1.21624,0.059,1.01886,0.02,0.19395,0.059,0.00003
NAHCO3,NAHCO3,YBL007C,SLA1,,0.56898,0.025,0.99969,0.022,-0.4349,0.025,0.00002
NAHCO3,NAHCO3,YBL005W,PDR3,,0.65564,0.021,0.84593,0.032,-0.18901,0.021,0.00001
NAHCO3,NAHCO3,YBL003C,HTA2,,0.95502,0.011,0.9918,0.067,-0.02823,0.011,0.00004
NAHCO3,NAHCO3,YBL001C,ECM15,,0.88854,0.025,0.99635,0.047,-0.10132,0.025,0.00025
NAHCO3,NAHCO3,YAR050W,FLO1,,0.91222,0.056,1.11089,0.085,-0.19172,0.056,0.00006
NAHCO3,NAHCO3,YOR202W,HIS3,,1.00581,0.154,1.03979,0.17,0.00961,0.154,0
NAHCO3,NAHCO3,YBR235W,VHC1,,0.90048,0.067,1.03787,0.03,-0.13825,0.067,0.00011
NAHCO3,NAHCO3,YBR233W,PBP2,,1.1785,0.038,1.04991,0.013,0.12125,0.038,0.00001
NAHCO3,NAHCO3,YBR232C,YBR232C,,0.94065,0.075,0.96843,0.035,-0.02755,0.075,0.00014
NAHCO3,NAHCO3,YBR231C,SWC5,,0.71891,0.03,0.91772,0.018,-0.19735,0.03,0.00002
NAHCO3,NAHCO3,YBR230C,OM14,,1.36916,0.053,1.09309,0.002,0.27569,0.053,0.00002
NAHCO3,NAHCO3,YBR229C,ROT2,,1.18038,0.048,1.0508,0.045,0.14297,0.048,0.00002
NAHCO3,NAHCO3,YBR228W,SLX1,,1.15434,0.028,0.97594,0.026,0.17127,0.028,0
NAHCO3,NAHCO3,YBR227C,MCX1,,1.38204,0.008,0.96489,0.027,0.42477,0.008,0.00001
NAHCO3,NAHCO3,YBR226C,YBR226C,,0.74226,0.007,0.90389,0.023,-0.15887,0.007,0.00003
NAHCO3,NAHCO3,YBR225W,YBR225W,,1.29198,0.04,0.99528,0.024,0.29269,0.04,0.00001
NAHCO3,NAHCO3,YBR224W,YBR224W,,1.47557,0.076,1.22507,0.086,0.25501,0.076,0.00004
NAHCO3,NAHCO3,YBR250W,SPO23,,0.89449,0.054,0.97496,0.036,-0.08163,0.054,0.00006
NAHCO3,NAHCO3,YBR249C,ARO4,,1.24082,0.105,1.04632,0.035,0.19622,0.105,0.00017
NAHCO3,NAHCO3,YBR246W,RRT2,,0.89381,0.02,0.92864,0.028,-0.03397,0.02,0
NAHCO3,NAHCO3,YBR245C,ISW1,,0.9633,0.062,0.95702,0.034,0.00281,0.062,0.00007
NAHCO3,NAHCO3,YBR244W,GPX2,,1.16032,0.008,1.18313,0.009,-0.02113,0.008,0.00002
NAHCO3,NAHCO3,YBR242W,YBR242W,,1.19776,0.047,1.0336,0.067,0.15013,0.047,0.00002
NAHCO3,NAHCO3,YBR241C,YBR241C,,0.94329,0.018,1.03144,0.017,-0.08593,0.018,0
NAHCO3,NAHCO3,YBR240C,THI2,,0.99337,0.038,0.99111,0.024,0.00225,0.038,0.00002
NAHCO3,NAHCO3,YBR239C,ERT1,,1.16267,0.089,1.03342,0.015,0.12935,0.089,0.00012
NAHCO3,NAHCO3,YBR238C,YBR238C,,0.74431,0.14,0.88236,0.039,-0.14447,0.14,0.00177
NAHCO3,NAHCO3,YBR269C,FMP21,,1.15415,0.062,0.99883,0.04,0.16415,0.062,0.00004
NAHCO3,NAHCO3,YBR267W,REI1,,0.65988,0.06,0.69308,0.013,-0.03248,0.06,0.0002
NAHCO3,NAHCO3,YBR266C,YBR266C,,0.82644,0.108,0.70925,0.019,0.1168,0.108,0.0006
NAHCO3,NAHCO3,YBR264C,YPT10,,1.36177,0.052,1.08554,0.018,0.27385,0.052,0.00002
NAHCO3,NAHCO3,YBR263W,SHM1,,1.08331,0.022,0.94631,0.011,0.13402,0.022,0
NAHCO3,NAHCO3,YBR262C,AIM5,,0.72942,0.056,0.90445,0.027,-0.18102,0.056,0.00012
NAHCO3,NAHCO3,YBR261C,TAE1,,1.23731,0.015,1.08708,0.009,0.147,0.015,0
NAHCO3,NAHCO3,YBR260C,RGD1,,0.83272,0.017,1.03564,0.005,-0.20025,0.017,0.00013
NAHCO3,NAHCO3,YBR259W,YBR259W,,0.98716,0.002,1.01028,0.031,-0.02083,0.002,0
NAHCO3,NAHCO3,YBR258C,SHG1,,0.86761,0.041,0.98736,0.046,-0.11551,0.041,0.00075
NAHCO3,NAHCO3,YBR255W,MTC4,,1.23036,0.089,1.00346,0.011,0.22353,0.089,0.0001
NAHCO3,NAHCO3,YBR281C,DUG2,,0.82905,0.027,0.90936,0.063,-0.06423,0.027,0.00001
NAHCO3,NAHCO3,YBR280C,SAF1,,0.75095,0.039,0.98831,0.03,-0.24372,0.039,0.00004
NAHCO3,NAHCO3,YBR278W,DPB3,,0.88731,0.034,0.98643,0.04,-0.09102,0.034,0.00048
NAHCO3,NAHCO3,YBR277C,YBR277C,,1.30228,0.06,1.09421,0.012,0.21479,0.06,0.00003
NAHCO3,NAHCO3,YBR276C,PPS1,,0.7263,0.021,1.02471,0.02,-0.29876,0.021,0.00027
NAHCO3,NAHCO3,YBR275C,RIF1,,1.35889,0.02,1.07038,0.001,0.28822,0.02,0.00007
NAHCO3,NAHCO3,YBR274W,CHK1,,0.80059,0.031,0.95422,0.014,-0.15532,0.031,0.00002
NAHCO3,NAHCO3,YBR273C,UBX7,,0.73044,0.018,0.97861,0.04,-0.25762,0.018,0.00021
NAHCO3,NAHCO3,YBR272C,HSM3,,1.27364,0.037,1.06724,0.024,0.2118,0.037,0.00001
NAHCO3,NAHCO3,YBR271W,EFM2,,1.16744,0.072,1.02975,0.023,0.1361,0.072,0.00006
NAHCO3,NAHCO3,YBR270C,BIT2,,0.73124,0.032,0.90869,0.013,-0.17865,0.032,0.00002
NAHCO3,NAHCO3,YBR293W,VBA2,,0.97495,0.134,0.98005,0.047,-0.01195,0.134,0.0007
NAHCO3,NAHCO3,YBR292C,YBR292C,,1.18595,0.048,1.046,0.023,0.14042,0.048,0.00002
NAHCO3,NAHCO3,YBR291C,CTP1,,0.85118,0.043,0.97819,0.041,-0.13683,0.043,0.00003
NAHCO3,NAHCO3,YBR290W,BSD2,,0.95975,0.044,1.03525,0.03,-0.08833,0.044,0.00003
NAHCO3,NAHCO3,YBR289W,SNF5,,0.38576,0.018,0.68195,0.013,-0.28856,0.018,0.00003
NAHCO3,NAHCO3,YBR288C,APM3,,0.77147,0.004,0.88645,0.002,-0.11556,0.004,0.00001
NAHCO3,NAHCO3,YBR287W,YBR287W,,0.89427,0.016,0.99794,0.007,-0.10291,0.016,0.0001
NAHCO3,NAHCO3,YBR286W,APE3,,0.7441,0.05,0.98281,0.023,-0.23678,0.05,0.00152
NAHCO3,NAHCO3,YBR285W,YBR285W,,1.17342,0.005,1.00881,0.012,0.16453,0.005,0.00001
NAHCO3,NAHCO3,YBR284W,YBR284W,,1.10061,0.003,1.00354,0.037,0.09201,0.003,0
NAHCO3,NAHCO3,YBR283C,SSH1,,0.69098,0.062,0.94,0.025,-0.24534,0.062,0.0002
NAHCO3,NAHCO3,YCL006C,YCL006C,,1.20655,0.061,1.01922,0.061,0.18711,0.061,0.00004
NAHCO3,NAHCO3,YCL002C,YCL002C,,0.79442,0.06,1.00481,0.005,-0.20958,0.06,0.00012
NAHCO3,NAHCO3,YCL001W-A,YCL001W-A,,1.17678,0.034,1.12429,0.02,0.06222,0.034,0.00027
NAHCO3,NAHCO3,YCL001W,RER1,,1.18949,0.056,1.02078,0.03,0.1749,0.056,0.00003
NAHCO3,NAHCO3,YBR301W,PAU24,,0.85895,0.016,1.00466,0.002,-0.14446,0.016,0
NAHCO3,NAHCO3,YBR300C,YBR300C,,0.90409,0.02,0.95364,0.028,-0.04661,0.02,0
NAHCO3,NAHCO3,YBR298C,MAL31,,0.82266,0.067,0.98515,0.022,-0.15937,0.067,0.00015
NAHCO3,NAHCO3,YBR297W,MAL33,,1.26567,0.029,0.96623,0.024,0.29349,0.029,0
NAHCO3,NAHCO3,YBR296C,PHO89,,0.88312,0.02,1.01931,0.023,-0.14633,0.02,0
NAHCO3,NAHCO3,YBR295W,PCA1,,0.92787,0.026,0.92997,0.001,-0.00196,0.026,0.00001
NAHCO3,NAHCO3,YBR294W,SUL1,,1.19481,0.029,1.00051,0.034,0.19122,0.029,0.0002
NAHCO3,NAHCO3,YCL025C,AGP1,,1.15895,0.049,1.36645,0.097,-0.22573,0.049,0.00002
NAHCO3,NAHCO3,YCL024W,KCC4,,1.15879,0.025,1.13827,0.053,0.02883,0.025,0
NAHCO3,NAHCO3,YCL023C,YCL023C,,1.27492,0.031,1.07452,0.031,0.20049,0.031,0
NAHCO3,NAHCO3,YCL022C,YCL022C,,1.0367,0.071,0.96581,0.044,0.08209,0.071,0.00009
NAHCO3,NAHCO3,YCL016C,DCC1,,0.85617,0.042,0.7658,0.003,0.09186,0.042,0.00003
NAHCO3,NAHCO3,YCL014W,BUD3,,1.3359,0.004,0.88285,0.011,0.45329,0.004,0
NAHCO3,NAHCO3,YCL013W,YCL013W,,0.9425,0.056,1.04032,0.044,-0.09757,0.056,0.00006
NAHCO3,NAHCO3,YCL012W,YCL012W,,0.90393,0.006,1.10348,0.04,-0.20623,0.006,0
NAHCO3,NAHCO3,YCL011C,GBP2,,0.87108,0.03,0.99296,0.002,-0.12182,0.03,0.00039
NAHCO3,NAHCO3,YCL010C,SGF29,,0.95087,0.024,0.97753,0.05,-0.02779,0.024,0.00021
NAHCO3,NAHCO3,YCL009C,ILV6,,1.39691,0.068,1.12684,0.048,0.28188,0.068,0.00003
NAHCO3,NAHCO3,YCL036W,GFD2,,0.81715,0.092,0.96863,0.059,-0.15049,0.092,0.00039
NAHCO3,NAHCO3,YCL035C,GRX1,,1.21797,0.022,0.9659,0.015,0.25415,0.022,0.00011
NAHCO3,NAHCO3,YCL034W,LSB5,,0.916,0.052,0.9643,0.003,-0.04959,0.052,0.00005
NAHCO3,NAHCO3,YCL033C,MXR2,,0.9301,0.011,1.03489,0.005,-0.10503,0.011,0.00004
NAHCO3,NAHCO3,YCL032W,STE50,,0.6394,0.01,0.95513,0.004,-0.31757,0.01,0.00009
NAHCO3,NAHCO3,YCL029C,BIK1,,0.79683,0.02,0.83895,0.017,-0.04007,0.02,0
NAHCO3,NAHCO3,YCL028W,RNQ1,,0.77271,0.017,0.99906,0.005,-0.22685,0.017,0.00017
NAHCO3,NAHCO3,YCL027W,FUS1,,1.03175,0.054,1.01142,0.004,0.02211,0.054,0.00004
NAHCO3,NAHCO3,YCL026C-A,FRM2,,1.20765,0.051,1.10305,0.064,0.09048,0.051,0.00002
NAHCO3,NAHCO3,YCL026C,YCL026C,,0.86066,0.02,1.10618,0.047,-0.24443,0.02,0.00018
NAHCO3,NAHCO3,YCL049C,YCL049C,,1.21976,0.021,1.00663,0.016,0.20628,0.021,0
NAHCO3,NAHCO3,YCL048W,SPS22,,0.83336,0.037,1.00562,0.015,-0.16829,0.037,0.00002
NAHCO3,NAHCO3,YCL047C,POF1,,0.97161,0.047,1.02622,0.027,-0.05265,0.047,0.00003
NAHCO3,NAHCO3,YCL046W,YCL046W,,1.1181,0.035,0.9357,0.024,0.18289,0.035,0.00001
NAHCO3,NAHCO3,YCL045C,EMC1,,1.08235,0.012,1.07582,0.066,0.00104,0.012,0.00004
NAHCO3,NAHCO3,YCL044C,MGR1,,0.69879,0.029,1.03153,0.028,-0.33526,0.029,0.00002
NAHCO3,NAHCO3,YCL042W,YCL042W,,1.35708,0.098,1.03004,0.028,0.32074,0.098,0.0001
NAHCO3,NAHCO3,YCL040W,GLK1,,1.46225,0.026,1.0341,0.007,0.42772,0.026,0
NAHCO3,NAHCO3,YCL039W,GID7,,0.75416,0.023,0.92999,0.011,-0.18149,0.023,0.00031
NAHCO3,NAHCO3,YCL038C,ATG22,,1.03581,0.2,0.88897,0.032,0.14846,0.2,0.00191
NAHCO3,NAHCO3,YCL037C,SRO9,,0.79598,0.011,0.78826,0.002,0.00651,0.011,0
NAHCO3,NAHCO3,YCL069W,VBA3,,0.72161,0.008,0.94165,0.039,-0.21794,0.008,0.00004
NAHCO3,NAHCO3,YCL064C,CHA1,,1.03893,0.044,1.02078,0.027,0.01599,0.044,0.00002
NAHCO3,NAHCO3,YCL063W,VAC17,,0.89083,0.035,0.99882,0.048,-0.11843,0.035,0.00002
NAHCO3,NAHCO3,YCL062W,YCL062W,,1.24752,0.009,1.03852,0.009,0.20511,0.009,0.00002
NAHCO3,NAHCO3,YCL061C,MRC1,,1.02796,0.015,0.87022,0.031,0.15797,0.015,0.00008
NAHCO3,NAHCO3,YCL060C,YCL060C,,1.13851,0.051,0.87967,0.032,0.25459,0.051,0.00002
NAHCO3,NAHCO3,YCL057W,PRD1,,0.93266,0.03,1.03046,0.043,-0.08695,0.03,0.00001
NAHCO3,NAHCO3,YCL056C,PEX34,,1.00588,0.09,0.98816,0.004,0.01981,0.09,0.0002
NAHCO3,NAHCO3,YCL055W,KAR4,,1.02716,0.02,1.02827,0.064,-0.00497,0.02,0.00012
NAHCO3,NAHCO3,YCL051W,LRE1,,0.86042,0.004,1.03513,0.014,-0.16742,0.004,0.00001
NAHCO3,NAHCO3,YCL050C,APA1,,0.87701,0.021,0.93661,0.012,-0.0592,0.021,0.00019
NAHCO3,NAHCO3,YCR011C,ADP1,,1.21935,0.014,1.01852,0.049,0.19241,0.014,0.00004
NAHCO3,NAHCO3,YCR010C,ADY2,,0.83093,0.044,0.97754,0.028,-0.14675,0.044,0.00004
NAHCO3,NAHCO3,YCR009C,RVS161,,0.18807,0.012,0.92603,0.051,-0.73636,0.012,0.00133
NAHCO3,NAHCO3,YCR008W,SAT4,,1.14051,0.024,1.04864,0.004,0.09006,0.024,0
NAHCO3,NAHCO3,YCR007C,YCR007C,,1.19851,0.004,1.04103,0.02,0.15729,0.004,0
NAHCO3,NAHCO3,YCR006C,YCR006C,,0.87793,0.01,0.94498,0.028,-0.06692,0.01,0
NAHCO3,NAHCO3,YCR005C,CIT2,,1.30387,0.004,1.03493,0.016,0.27127,0.004,0
NAHCO3,NAHCO3,YCR001W,YCR001W,,1.01778,0.012,1.03879,0.015,-0.02496,0.012,0.00005
NAHCO3,NAHCO3,YCL076W,YCL076W,,1.19481,0.034,1.03879,0.023,0.15434,0.034,0.00001
NAHCO3,NAHCO3,YCL075W,YCL075W,,1.14868,0.04,0.98732,0.015,0.1625,0.04,0.00001
NAHCO3,NAHCO3,YCL074W,YCL074W,,0.68201,0.048,0.89024,0.046,-0.20482,0.048,0.00009
NAHCO3,NAHCO3,YCR024C-A,PMP1,,1.033,0.031,0.90927,0.013,0.11661,0.031,0.00001
NAHCO3,NAHCO3,YCR023C,YCR023C,,1.27643,0.061,1.03522,0.016,0.2415,0.061,0.00003
NAHCO3,NAHCO3,YCR022C,YCR022C,,1.10434,0.069,1.03596,0.018,0.06988,0.069,0.00007
NAHCO3,NAHCO3,YCR021C,HSP30,,1.25175,0.059,1.08491,0.048,0.17568,0.059,0.00003
NAHCO3,NAHCO3,YCR020C-A,MAK31,,1.17984,0.028,1.06043,0.001,0.11975,0.028,0
NAHCO3,NAHCO3,YCR020C,PET18,,1.24311,0.041,1.03498,0.019,0.21257,0.041,0.00001
NAHCO3,NAHCO3,YCR019W,MAK32,,0.87818,0.025,1.02417,0.049,-0.13638,0.025,0.00001
NAHCO3,NAHCO3,YCR017C,CWH43,,1.00473,0.051,0.99513,0.025,0.01243,0.051,0.00004
NAHCO3,NAHCO3,YCR016W,YCR016W,,1.10338,0.017,0.9962,0.016,0.1041,0.017,0
NAHCO3,NAHCO3,YCR015C,YCR015C,,1.14599,0.027,1.00416,0.032,0.14564,0.027,0
NAHCO3,NAHCO3,YCR014C,POL4,,0.72755,0.049,0.93151,0.003,-0.20394,0.049,0.00008
NAHCO3,NAHCO3,YCR037C,PHO87,,0.88762,0.118,1.04123,0.037,-0.15369,0.118,0.00063
NAHCO3,NAHCO3,YCR036W,RBK1,,0.84438,0.046,1.03164,0.033,-0.17563,0.046,0.00004
NAHCO3,NAHCO3,YCR034W,FEN1,,0.52054,0.046,0.796,0.072,-0.28716,0.046,0.00018
NAHCO3,NAHCO3,YCR033W,SNT1,,1.32004,0.064,0.9433,0.035,0.37149,0.064,0.00003
NAHCO3,NAHCO3,YCR032W,BPH1,,1.2823,0.016,1.02116,0.025,0.26339,0.016,0
NAHCO3,NAHCO3,YCR031C,RPS14A,,0.98242,0.027,0.98591,0.01,-0.00585,0.027,0.00001
NAHCO3,NAHCO3,YCR030C,SYP1,,1.06828,0.02,1.05794,0.005,0.00813,0.02,0
NAHCO3,NAHCO3,YCR028C-A,RIM1,,0.77886,0.02,0.84834,0.042,-0.07001,0.02,0
NAHCO3,NAHCO3,YCR027C,RHB1,,0.94527,0.042,0.97205,0.022,-0.02303,0.042,0.00002
NAHCO3,NAHCO3,YCR026C,NPP1,,0.90991,0.034,1.0175,0.011,-0.10702,0.034,0.00001
NAHCO3,NAHCO3,YCR025C,YCR025C,,1.2401,0.01,1.01699,0.039,0.224,0.01,0
NAHCO3,NAHCO3,YCR061W,YCR061W,,1.09504,0.01,1.2577,0.042,-0.15366,0.01,0.00003
NAHCO3,NAHCO3,YCR060W,TAH1,,0.89797,0.075,1.11982,0.056,-0.22253,0.075,0.00016
NAHCO3,NAHCO3,YCR059C,YIH1,,0.87007,0.009,0.96996,0.031,-0.09586,0.009,0.00004
NAHCO3,NAHCO3,YCR053W,THR4,,0.59328,0.019,0.85144,0.046,-0.24856,0.019,0.00035
NAHCO3,NAHCO3,YCR051W,YCR051W,,1.21267,0.04,0.8823,0.017,0.32875,0.04,0.00001
NAHCO3,NAHCO3,YCR050C,YCR050C,,0.90504,0.055,0.92265,0.001,-0.01711,0.055,0.00006
NAHCO3,NAHCO3,YCR049C,YCR049C,,0.83008,0.026,1.03796,0.058,-0.20254,0.026,0.00001
NAHCO3,NAHCO3,YCR048W,ARE1,,1.16536,0.026,1.1054,0.02,0.05684,0.026,0
NAHCO3,NAHCO3,YCR045C,RRT12,,1.03508,0.004,0.97692,0.026,0.05873,0.004,0
NAHCO3,NAHCO3,YCR044C,PER1,,0.71487,0.086,0.97441,0.075,-0.26171,0.086,0.00047
NAHCO3,NAHCO3,YCR076C,FUB1,,0.86057,0.006,1.16997,0.052,-0.32101,0.006,0.00002
NAHCO3,NAHCO3,YCR075C,ERS1,,1.29674,0.037,1.02637,0.007,0.26782,0.037,0.00001
NAHCO3,NAHCO3,YCR073W-A,SOL2,,0.99986,0.175,1.04013,0.057,-0.03276,0.175,0.00144
NAHCO3,NAHCO3,YCR073C,SSK22,,1.42014,0.111,1.02746,0.018,0.39778,0.111,0.00013
NAHCO3,NAHCO3,YCR071C,IMG2,,0.91752,0.122,0.80263,0.041,0.10583,0.122,0.00063
NAHCO3,NAHCO3,YCR069W,CPR4,,1.10196,0.062,1.05548,0.013,0.05315,0.062,0.00005
NAHCO3,NAHCO3,YCR068W,ATG15,,0.82536,0.071,0.98685,0.003,-0.15998,0.071,0.00017
NAHCO3,NAHCO3,YCR067C,SED4,,1.22432,0.04,1.03384,0.024,0.18804,0.04,0.00001
NAHCO3,NAHCO3,YCR065W,HCM1,,1.06074,0.015,1.02266,0.033,0.03722,0.015,0
NAHCO3,NAHCO3,YCR063W,BUD31,,0.91622,0.012,0.89833,0.023,0.0212,0.012,0
NAHCO3,NAHCO3,YCR062W,YCR062W,,0.99125,0.053,1.28226,0.113,-0.26922,0.053,0.00004
NAHCO3,NAHCO3,YCR089W,FIG2,,0.98053,0.071,0.97993,0.055,0.01634,0.071,0.00011
NAHCO3,NAHCO3,YCR088W,ABP1,,0.74539,0.037,0.92815,0.005,-0.18441,0.037,0.00003
NAHCO3,NAHCO3,YCR087W,YCR087W,,1.49573,0.163,1.07326,0.05,0.43092,0.163,0.00035
NAHCO3,NAHCO3,YCR087C-A,YCR087C-A,,1.12839,0.035,0.94372,0.011,0.18349,0.035,0.00032
NAHCO3,NAHCO3,YCR086W,CSM1,,1.22801,0.058,1.02415,0.024,0.2001,0.058,0.00003
NAHCO3,NAHCO3,YCR085W,YCR085W,,1.03927,0.036,1.009,0.042,0.03882,0.036,0.00001
NAHCO3,NAHCO3,YCR083W,TRX3,,1.182,0.073,0.97052,0.026,0.21573,0.073,0.00006
NAHCO3,NAHCO3,YCR082W,AHC2,,0.83471,0.052,0.9774,0.021,-0.14099,0.052,0.00006
NAHCO3,NAHCO3,YCR079W,PTC6,,0.88097,0.051,1.00422,0.069,-0.13299,0.051,0.00005
NAHCO3,NAHCO3,YCR077C,PAT1,,0.92263,0.048,0.92311,0.04,-0.00372,0.048,0.00004
NAHCO3,NAHCO3,YCR105W,ADH7,,1.03633,0.033,1.02048,0.006,0.01328,0.033,0.00001
NAHCO3,NAHCO3,YCR102W-A,YCR102W-A,,0.96058,0.066,0.93066,0.009,0.02855,0.066,0.00009
NAHCO3,NAHCO3,YCR102C,YCR102C,,0.90399,0.057,1.00832,0.016,-0.10974,0.057,0.00007
NAHCO3,NAHCO3,YCR101C,YCR101C,,0.66555,0.012,0.98791,0.033,-0.32608,0.012,0.00011
NAHCO3,NAHCO3,YCR100C,YCR100C,,0.77154,0.035,0.96245,0.03,-0.18424,0.035,0.00003
NAHCO3,NAHCO3,YCR099C,YCR099C,,1.07127,0.044,1.01182,0.051,0.06867,0.044,0.00002
NAHCO3,NAHCO3,YCR098C,GIT1,,1.0932,0.046,1.02196,0.045,0.08212,0.046,0.00002
NAHCO3,NAHCO3,YCR095C,OCA4,,1.06964,0.064,1.03256,0.018,0.04117,0.064,0.00006
NAHCO3,NAHCO3,YCR092C,MSH3,,1.31342,0.004,1.00792,0.017,0.30184,0.004,0
NAHCO3,NAHCO3,YCR091W,KIN82,,0.92068,0.034,0.99205,0.005,-0.07233,0.034,0.00001
NAHCO3,NAHCO3,YCR090C,YCR090C,,0.73291,0.042,0.93281,0.007,-0.20061,0.042,0.00109
NAHCO3,NAHCO3,YDL020C,RPN4,,0.93828,0.024,0.91743,0.013,0.015,0.024,0.00021
NAHCO3,NAHCO3,YDL019C,OSH2,,1.05742,0.048,1.01515,0.017,0.04472,0.048,0.00003
NAHCO3,NAHCO3,YDL018C,ERP3,,1.25328,0.04,1.03556,0.034,0.20988,0.04,0.00001
NAHCO3,NAHCO3,YDL013W,SLX5,,0.51872,0.026,0.85631,0.017,-0.3365,0.026,0.00003
NAHCO3,NAHCO3,YDL012C,YDL012C,,1.10026,0.036,1.01701,0.023,0.07883,0.036,0.00001
NAHCO3,NAHCO3,YDL011C,YDL011C,,0.64942,0.002,0.89181,0.015,-0.24244,0.002,0
